v1,v2,v3,v4,zr,a,ndt1,ndt2,ndt3,ndt4,sndt,alpha,mean_log_rt,alpha_arc_box,acc_arc_box
,0.8558736805573866,-0.5813203020557782,-0.633247950936504,0.11164068794023194,0.2312828581125987,0.16966430318749598,0.04997525896534296,0.018575419757122343,0.09656458133225916,-0.23655021647405677,0.3905593897230909,-0.1392437434021096,0.43508145421522615,0.6905260412323367
0.8558736805573866,,-0.5896259223453861,-0.5634718435769722,0.054026583391466806,0.09235818377393513,0.01678069581688896,0.05473249022482185,0.005444729007807443,0.023980472583662534,-0.1482218787138827,0.2797661085629352,-0.2551764775605045,0.31894062905554416,0.5668709841754714
-0.5813203020557782,-0.5896259223453861,,0.8181091177328389,-0.4724419452442026,-0.035689180557170096,-0.14745427240886974,-0.03827555004685951,0.011284847454881305,0.05268732913997018,0.23834621870146658,-0.30057823303175457,0.306539920242809,-0.29469065829448277,-0.5624241285669648
-0.633247950936504,-0.5634718435769722,0.8181091177328389,,-0.5268728620254852,-0.2119586048021151,-0.23236514161693217,-0.09503881741181039,0.05632716372262665,-0.020737873956408515,0.2323070513412773,-0.4384661317325592,0.13669815532945867,-0.4078277584554775,-0.6844798311452297
0.11164068794023194,0.054026583391466806,-0.4724419452442026,-0.5268728620254852,,0.1976280030336194,0.4974385542932333,0.4012315726460633,-0.01812591358950351,-0.03390309908991456,-0.04342774790358996,0.42554009933980697,0.12618221168083527,0.360142185885019,0.41545763384157847
0.2312828581125987,0.09235818377393513,-0.035689180557170096,-0.2119586048021151,0.1976280030336194,,0.24628363641612455,0.15929681427510353,0.1298438475918046,0.18050420500838862,-0.3091232660134463,0.6425776794970455,0.8219824114324282,0.6592870039876024,0.751744899712411
0.16966430318749598,0.01678069581688896,-0.14745427240886974,-0.23236514161693217,0.4974385542932333,0.24628363641612455,,0.8944983804427,0.6912581900721572,0.7008432929605186,0.20761300348482392,0.3716739196558446,0.5470263017343896,0.31595308261263694,0.30219434596839734
0.04997525896534296,0.05473249022482185,-0.03827555004685951,-0.09503881741181039,0.4012315726460633,0.15929681427510353,0.8944983804427,,0.7308396256624059,0.7105341541385085,0.26564030446555875,0.31457859537247046,0.4773776127697971,0.23917100416987544,0.1907859473903948
0.018575419757122343,0.005444729007807443,0.011284847454881305,0.05632716372262665,-0.01812591358950351,0.1298438475918046,0.6912581900721572,0.7308396256624059,,0.9006836269920774,0.2144502086200741,0.1654871749894797,0.4649768116422313,0.1302133599098245,0.07191398563169812
0.09656458133225916,0.023980472583662534,0.05268732913997018,-0.020737873956408515,-0.03390309908991456,0.18050420500838862,0.7008432929605186,0.7105341541385085,0.9006836269920774,,0.27846049172836884,0.1978273945092374,0.49383125783061427,0.13412618022924877,0.12972755421967663
-0.23655021647405677,-0.1482218787138827,0.23834621870146658,0.2323070513412773,-0.04342774790358996,-0.3091232660134463,0.20761300348482392,0.26564030446555875,0.2144502086200741,0.27846049172836884,,-0.4277729284815754,0.057199839949241764,-0.4779130920907376,-0.374555515717457
0.3905593897230909,0.2797661085629352,-0.30057823303175457,-0.4384661317325592,0.42554009933980697,0.6425776794970455,0.3716739196558446,0.31457859537247046,0.1654871749894797,0.1978273945092374,-0.4277729284815754,,0.4682724709534276,0.9327893502514358,0.7315699751580852
-0.1392437434021096,-0.2551764775605045,0.306539920242809,0.13669815532945867,0.12618221168083527,0.8219824114324282,0.5470263017343896,0.4773776127697971,0.4649768116422313,0.49383125783061427,0.057199839949241764,0.4682724709534276,,0.49858015326926514,0.41529372916695023
0.43508145421522615,0.31894062905554416,-0.29469065829448277,-0.4078277584554775,0.360142185885019,0.6592870039876024,0.31595308261263694,0.23917100416987544,0.1302133599098245,0.13412618022924877,-0.4779130920907376,0.9327893502514358,0.49858015326926514,,0.794957011595329
0.6905260412323367,0.5668709841754714,-0.5624241285669648,-0.6844798311452297,0.41545763384157847,0.751744899712411,0.30219434596839734,0.1907859473903948,0.07191398563169812,0.12972755421967663,-0.374555515717457,0.7315699751580852,0.41529372916695023,0.794957011595329,
