# KSG Mutual Information Analysis Results
Dataset,Number of Participants,Date
ELP Model 2,806,2025-03-31 01:38:20

# Detailed Results
k Value,Raw MI (bits),Raw MI p-value,Cond MI All (bits),Cond MI All p-value,Retention All (%),Cond MI Thresh (bits),Cond MI Thresh p-value,Retention Thresh (%),Cond MI NDT (bits),Cond MI NDT p-value,Retention NDT (%),Sensitivity Mean,Sensitivity SD,Sensitivity Mean±SD
5,0.9018466959497461,0.000999000999000999,0.258961264654337,0.000999000999000999,28.714554903549505,0.38638295314455884,0.000999000999000999,42.84352926942357,0.6592634988992093,0.000999000999000999,73.10150404276091,0.6324644139860206,0.02779942913224181,0.632±0.028
7,0.9133992641557854,0.000999000999000999,0.24712996267921739,0.000999000999000999,27.056072013330194,0.39809805361418527,0.000999000999000999,43.584231916601084,0.6166058392383023,0.000999000999000999,67.5067151283731,0.6370194923167848,0.028637042223423687,0.637±0.029
10,0.930010476911034,0.000999000999000999,0.23256339207591015,0.000999000999000999,25.006534641239043,0.40205594546841605,0.000999000999000999,43.231335070957186,0.6130029782017479,0.000999000999000999,65.91355618248465,0.6553599720571767,0.027302985992560203,0.655±0.027
12,0.937789359101773,0.000999000999000999,0.22086163255825753,0.000999000999000999,23.551305036111916,0.3886314339792968,0.000999000999000999,41.44122880126653,0.5957559997533974,0.000999000999000999,63.52769883463173,0.0,0.0,
28,0.9495792677072314,0.000999000999000999,0.17573350248252306,0.000999000999000999,18.506459487772236,0.3479732206338112,0.000999000999000999,36.64498925655738,0.5263240661778876,0.000999000999000999,55.42708061104812,0.0,0.0,
