,3,5,7,10,Average
v2_mean,1.0833780817830045,1.1659110999145545,0.9863726061022524,0.8606665131866239,1.0240820752466089
a_mean,0.9356237664354831,0.9012319909810577,1.0003074744452294,0.9639568148149515,0.9502800116691804
v1_mean,0.8320084836493936,0.8415742285051402,0.8046729437081869,0.8546675546202578,0.8332308026207446
alpha_mean_boxcox_after_arcsin,0.6281187500049786,0.6382303965658466,0.54028509396576,0.4771312303390788,0.570941367718916
alpha_mean,0.608854657165374,0.49522093415764756,0.469202039164776,0.4323496628447025,0.501406823333125
zr_mean,0.4479901796275601,0.49342208410743293,0.4459284328926284,0.33981484844538457,0.4317888862682515
ndt_mean,0.24101418819024473,0.2161313664929476,0.3193336515327944,0.32693882201364144,0.275854507057407
